;pais_destino;ano;quantidade_l;valor_uss
1707;El Salvador;2021;0;0
1708;Emirados Arabes Unidos;2021;810;10522
1709;Equador;2021;0;0
1710;Eslovaca, Republica;2021;0;0
1711;Espanha;2021;0;0
1712;Estados Unidos;2021;111085;203554
1713;Estônia;2021;0;0
1714;Filipinas;2021;2784;10368
1715;Finlândia;2021;0;0
1716;França;2021;7052;23742
1717;Gana;2021;12578;19196
1718;Gibraltar;2021;0;0
1719;Granada;2021;0;0
1720;Grécia;2021;908;3014
1721;Guatemala;2021;17347;29100
1722;Guiana;2021;2372;6525
1723;Guiana Francesa;2021;90;32
1724;Guine Bissau;2021;0;0
1725;Guine Equatorial;2021;0;0
1726;Haiti;2021;670379;831181
1727;Honduras;2021;0;0
1728;Hong Kong;2021;12507;39390
1729;Hungria;2021;87;583
1730;Ilha de Man;2021;97;445
1731;Ilhas Virgens;2021;0;0
1732;India;2021;13;86
1733;Indonésia;2021;0;0
1734;Irã;2021;116;287
1735;Iraque;2021;0;0
1736;Irlanda;2021;36;208
1737;Itália;2021;696;3715
1738;Jamaica;2021;0;0
1739;Japão;2021;39491;90275
1740;Jordânia;2021;0;0
1741;Letônia;2021;0;0
1742;Líbano;2021;0;0
1743;Libéria;2021;7554;23060
1744;Luxemburgo;2021;0;0
1745;Malásia;2021;0;0
1746;Malta;2021;3441;15454
1747;Marshall, Ilhas;2021;8644;22561
1748;Mauritânia;2021;9;85
1749;México;2021;9;2
1750;Moçambique;2021;0;0
1751;Montenegro;2021;14;65
1752;Namibia;2021;0;0
1753;Nicaragua;2021;0;0
1754;Nigéria;2021;68247;113172
1755;Noruega;2021;1878;8320
1756;Nova Caledônia;2021;7227;11924
1757;Nova Zelândia;2021;657;10477
1758;Omã;2021;0;0
1759;Países Baixos;2021;3791;8484
1760;Panamá;2021;29520;48444
1761;Paraguai;2021;6522527;7192362
1762;Peru;2021;9720;17107
1763;Polônia;2021;4;14
1764;Porto Rico;2021;0;0
1765;Portugal;2021;6358;42633
1766;Quênia;2021;0;0
1767;Reino Unido;2021;25316;122394
1768;República Dominicana;2021;0;0
1769;Rússia;2021;181931;312926
1770;São Tomé e Príncipe;2021;0;0
1771;São Vicente e Granadinas;2021;8;48
1772;Senegal;2021;0;0
1773;Serra Leoa;2021;6525;12955
1774;Singapura;2021;4504;14346
1775;Suazilândia;2021;10;24
1776;Suécia;2021;23;74
1777;Suíça;2021;627;6999
1778;Suriname;2021;900;1472
1779;Tailândia;2021;1334;2529
1780;Taiwan (FORMOSA);2021;1313;8153
1781;Tanzânia;2021;0;0
1782;Tcheca, República;2021;456;5988
1783;Togo;2021;1890;2012
1784;Trinidade Tobago;2021;0;0
1785;Tunísia;2021;0;0
1786;Turquia;2021;343;878
1787;Tuvalu;2021;0;0
1788;Uruguai;2021;136774;149842
1789;Vanuatu;2021;0;0
1790;Venezuela;2021;26415;35944
1791;Vietnã;2021;0;0
1792;Afeganistão;2022;0;0
1793;África do Sul;2022;0;0
1794;Alemanha, República Democrática;2022;7630;45367
1795;Angola;2022;4068;4761
1796;Anguilla;2022;0;0
1797;Antígua e Barbuda;2022;419;1866
1798;Antilhas Holandesas;2022;0;0
1799;Argentina;2022;480;3232
1800;Aruba;2022;0;0
1801;Austrália;2022;1424;12299
1802;Áustria;2022;6;212
1803;Bahamas;2022;1215;5799
1804;Bangladesh;2022;7;84
1805;Barbados;2022;220;1145
1806;Barein;2022;979;2789
1807;Bélgica;2022;828;6145
1808;Belice;2022;0;0
1809;Benin;2022;0;0
1810;Bolívia;2022;32530;49011
1811;Bósnia-Herzegovina;2022;0;0
1812;Brasil;2022;2504;952
1813;Bulgária;2022;5;31
1814;Cabo Verde;2022;0;0
1815;Camarões;2022;0;0
1816;Canadá;2022;1183;5784
1817;Catar;2022;0;0
1818;Cayman, Ilhas;2022;160;958
1819;Chile;2022;2094;7986
1820;China;2022;105395;404647
1821;Chipre;2022;1521;4458
1822;Cingapura;2022;0;0
1823;Cocos (Keeling), Ilhas;2022;26;60
1824;Colômbia;2022;8217;14068
1825;Comores;2022;0;0
1826;Congo;2022;0;0
1827;Coreia, Republica Sul;2022;77;257
1828;Costa do Marfim;2022;0;0
1829;Costa Rica;2022;0;0
1830;Croácia;2022;34;484
1831;Cuba;2022;16;6
1832;Curaçao;2022;40673;66950
1833;Dinamarca;2022;2;6
1834;Dominica;2022;1485;2223
1835;El Salvador;2022;0;0
1836;Emirados Arabes Unidos;2022;4781;85465
1837;Equador;2022;135;210
1838;Eslovaca, Republica;2022;0;0
1839;Espanha;2022;0;0
1840;Estados Unidos;2022;220373;447893
1841;Estônia;2022;0;0
1842;Filipinas;2022;375;790
1843;Finlândia;2022;0;0
1844;França;2022;5694;25008
1845;Gana;2022;35949;49304
1846;Gibraltar;2022;0;0
1847;Granada;2022;5610;7914
1848;Grécia;2022;920;2426
1849;Guatemala;2022;1283;5350
1850;Guiana;2022;2064;5823
1851;Guiana Francesa;2022;22;18
1852;Guine Bissau;2022;0;0
1853;Guine Equatorial;2022;0;0
1854;Haiti;2022;553503;741014
1855;Honduras;2022;0;0
1856;Hong Kong;2022;9371;38218
1857;Hungria;2022;0;0
1858;Ilha de Man;2022;165;641
1859;Ilhas Virgens;2022;0;0
1860;India;2022;247;1021
1861;Indonésia;2022;0;0
1862;Irã;2022;47;90
1863;Iraque;2022;0;0
1864;Irlanda;2022;0;0
1865;Itália;2022;1129;6151
1866;Jamaica;2022;0;0
1867;Japão;2022;37324;82208
1868;Jordânia;2022;0;0
1869;Letônia;2022;0;0
1870;Líbano;2022;0;0
1871;Libéria;2022;9145;34815
1872;Luxemburgo;2022;36;802
1873;Malásia;2022;0;0
1874;Malta;2022;3127;15587
1875;Marshall, Ilhas;2022;7240;27178
1876;Mauritânia;2022;0;0
1877;México;2022;6;33
1878;Moçambique;2022;383;1927
1879;Montenegro;2022;0;0
1880;Namibia;2022;0;0
1881;Nicaragua;2022;0;0
1882;Nigéria;2022;32234;50283
1883;Noruega;2022;2711;40316
1884;Nova Caledônia;2022;0;0
1885;Nova Zelândia;2022;63;156
1886;Omã;2022;194;670
1887;Países Baixos;2022;7034;37240
1888;Panamá;2022;11490;49392
1889;Paraguai;2022;5076670;7156293
1890;Peru;2022;0;0
1891;Polônia;2022;0;0
1892;Porto Rico;2022;0;0
1893;Portugal;2022;1918;7613
1894;Quênia;2022;1440;2080
1895;Reino Unido;2022;18835;138154
1896;República Dominicana;2022;0;0
1897;Rússia;2022;66046;118618
1898;São Tomé e Príncipe;2022;0;0
1899;São Vicente e Granadinas;2022;20;51
1900;Senegal;2022;0;0
1901;Serra Leoa;2022;8101;15182
1902;Singapura;2022;4322;15434
1903;Suazilândia;2022;0;0
1904;Suécia;2022;5;18
1905;Suíça;2022;1584;20863
1906;Suriname;2022;1225;3360
1907;Tailândia;2022;432;1713
1908;Taiwan (FORMOSA);2022;25;277
1909;Tanzânia;2022;0;0
1910;Tcheca, República;2022;1305;9997
1911;Togo;2022;17317;25608
1912;Trinidade Tobago;2022;0;0
1913;Tunísia;2022;0;0
1914;Turquia;2022;418;503
1915;Tuvalu;2022;0;0
1916;Uruguai;2022;637117;997367
1917;Vanuatu;2022;0;0
1918;Venezuela;2022;23220;32351
1919;Vietnã;2022;130;277
