;pais_destino;ano;quantidade_l;valor_uss
1710;Letônia;2022;0;0
1711;Libéria;2022;9145;34815
1712;Luxemburgo;2022;36;802
1713;Malásia;2022;0;0
1714;Malta;2022;3127;15587
1715;Marshall, Ilhas;2022;7240;27178
1716;Mauritânia;2022;0;0
1717;México;2022;6;33
1718;Moçambique;2022;383;1927
1719;Montenegro;2022;0;0
1720;Namibia;2022;0;0
1721;Nicaragua;2022;0;0
1722;Nigéria;2022;32234;50283
1723;Noruega;2022;2711;40316
1724;Nova Caledônia;2022;0;0
1725;Nova Zelândia;2022;63;156
1726;Omã;2022;194;670
1727;Países Baixos;2022;7034;37240
1728;Panamá;2022;11490;49392
1729;Paraguai;2022;5076670;7156293
1730;Peru;2022;0;0
1731;Polônia;2022;0;0
1732;Portugal;2022;1918;7613
1733;Quênia;2022;1440;2080
1734;Reino Unido;2022;18835;138154
1735;Rússia;2022;66046;118618
1736;São Tomé e Príncipe;2022;0;0
1737;São Vicente e Granadinas;2022;20;51
1738;Serra Leoa;2022;8101;15182
1739;Singapura;2022;4322;15434
1740;Suazilândia;2022;0;0
1741;Suécia;2022;5;18
1742;Suíça;2022;1584;20863
1743;Suriname;2022;1225;3360
1744;Tailândia;2022;432;1713
1745;Taiwan (FORMOSA);2022;25;277
1746;Tcheca, República;2022;1305;9997
1747;Togo;2022;17317;25608
1748;Trinidade Tobago;2022;0;0
1749;Turquia;2022;418;503
1750;Tuvalu;2022;0;0
1751;Uruguai;2022;637117;997367
1752;Vanuatu;2022;0;0
1753;Venezuela;2022;23220;32351
1754;Vietnã;2022;130;277
